lot_id,wafer_id,die_x,die_y,radius,angle_deg,status,defect_pattern,synthetic_data_flag
SYN-LOT-EDG,W01,35.0,-90.0,96.56603957913983,-68.74949449286676,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-45.0,-85.0,96.17692030835673,-117.89727103094764,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-40.0,-85.0,93.94147114027967,-115.20112364547508,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-35.0,-85.0,91.92388155425118,-112.38013505195958,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-30.0,-85.0,90.13878188659973,-109.4400348281762,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-25.0,-85.0,88.60022573334675,-106.38954033403479,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-20.0,-85.0,87.32124598286491,-103.2405199151872,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-15.0,-85.0,86.31338250816034,-100.00797980144135,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-10.0,-85.0,85.58621384311844,-96.70983680775694,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-5.0,-85.0,85.14693182963201,-93.3664606634298,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,0.0,-85.0,85.0,-90.0,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,5.0,-85.0,85.14693182963201,-86.63353933657021,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,10.0,-85.0,85.58621384311844,-83.29016319224307,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,15.0,-85.0,86.31338250816034,-79.99202019855866,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,20.0,-85.0,87.32124598286491,-76.7594800848128,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,25.0,-85.0,88.60022573334675,-73.61045966596522,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,30.0,-85.0,90.13878188659973,-70.5599651718238,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,35.0,-85.0,91.92388155425118,-67.61986494804043,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,40.0,-85.0,93.94147114027967,-64.79887635452492,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,45.0,-85.0,96.17692030835673,-62.10272896905237,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-50.0,-80.0,94.33981132056604,-122.0053832080835,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-45.0,-80.0,91.7877987534291,-119.35775354279127,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-40.0,-80.0,89.44271909999159,-116.56505117707799,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-35.0,-80.0,87.32124598286491,-113.62937773065683,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-30.0,-80.0,85.44003745317531,-110.55604521958347,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-25.0,-80.0,83.81527307120105,-107.35402463626133,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-20.0,-80.0,82.46211251235322,-104.03624346792648,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-15.0,-80.0,81.39410298049853,-100.61965527615513,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-10.0,-80.0,80.62257748298549,-97.1250163489018,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-5.0,-80.0,80.15609770940699,-93.57633437499736,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,0.0,-80.0,80.0,-90.0,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,5.0,-80.0,80.15609770940699,-86.42366562500266,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,10.0,-80.0,80.62257748298549,-82.8749836510982,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,15.0,-80.0,81.39410298049853,-79.38034472384487,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,20.0,-80.0,82.46211251235322,-75.96375653207353,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,25.0,-80.0,83.81527307120105,-72.64597536373867,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,30.0,-80.0,85.44003745317531,-69.44395478041653,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,35.0,-80.0,87.32124598286491,-66.37062226934319,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,40.0,-80.0,89.44271909999159,-63.43494882292201,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,45.0,-80.0,91.7877987534291,-60.64224645720873,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,50.0,-80.0,94.33981132056604,-57.9946167919165,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-60.0,-75.0,96.04686356149273,-128.6598082540901,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-55.0,-75.0,93.00537618869137,-126.2538377374448,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-50.0,-75.0,90.13878188659973,-123.6900675259798,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-45.0,-75.0,87.46427842267951,-120.96375653207352,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-40.0,-75.0,85.0,-118.07248693585296,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-35.0,-75.0,82.76472678623425,-115.01689347810004,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-30.0,-75.0,80.77747210701756,-111.80140948635182,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-25.0,-75.0,79.05694150420949,-108.43494882292201,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-20.0,-75.0,77.62087348130012,-104.93141717813755,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-15.0,-75.0,76.48529270389177,-101.30993247402021,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-10.0,-75.0,75.66372975210778,-97.59464336859145,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-5.0,-75.0,75.16648189186454,-93.81407483429035,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,0.0,-75.0,75.0,-90.0,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,5.0,-75.0,75.16648189186454,-86.18592516570965,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,10.0,-75.0,75.66372975210778,-82.40535663140857,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,15.0,-75.0,76.48529270389177,-78.69006752597979,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,20.0,-75.0,77.62087348130012,-75.06858282186246,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,25.0,-75.0,79.05694150420949,-71.56505117707799,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,30.0,-75.0,80.77747210701756,-68.19859051364818,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,35.0,-75.0,82.76472678623425,-64.98310652189998,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,40.0,-75.0,85.0,-61.92751306414704,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,45.0,-75.0,87.46427842267951,-59.03624346792648,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,50.0,-75.0,90.13878188659973,-56.309932474020215,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,55.0,-75.0,93.00537618869137,-53.74616226255522,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,60.0,-75.0,96.04686356149273,-51.34019174590991,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-65.0,-70.0,95.524865872714,-132.87890360333856,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-60.0,-70.0,92.19544457292888,-130.6012946450045,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-55.0,-70.0,89.02246907382428,-128.15722658736905,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-50.0,-70.0,86.02325267042627,-125.53767779197437,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-45.0,-70.0,83.21658488546619,-122.7352262721076,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-40.0,-70.0,80.62257748298549,-119.74488129694222,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-35.0,-70.0,78.26237921249263,-116.56505117707799,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-30.0,-70.0,76.15773105863909,-113.19859051364818,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-25.0,-70.0,74.33034373659252,-109.6538240580533,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-20.0,-70.0,72.80109889280519,-105.94539590092286,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-15.0,-70.0,71.58910531638176,-102.0947570770121,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-10.0,-70.0,70.71067811865476,-98.13010235415598,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-5.0,-70.0,70.178344238091,-94.08561677997488,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,0.0,-70.0,70.0,-90.0,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,5.0,-70.0,70.178344238091,-85.91438322002513,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,10.0,-70.0,70.71067811865476,-81.86989764584403,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,15.0,-70.0,71.58910531638176,-77.9052429229879,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,20.0,-70.0,72.80109889280519,-74.05460409907715,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,25.0,-70.0,74.33034373659252,-70.3461759419467,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,30.0,-70.0,76.15773105863909,-66.80140948635182,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,35.0,-70.0,78.26237921249263,-63.43494882292201,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,40.0,-70.0,80.62257748298549,-60.25511870305778,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,45.0,-70.0,83.21658488546619,-57.264773727892404,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,50.0,-70.0,86.02325267042627,-54.46232220802562,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,55.0,-70.0,89.02246907382428,-51.84277341263095,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,60.0,-70.0,92.19544457292888,-49.398705354995535,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,65.0,-70.0,95.524865872714,-47.12109639666146,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-70.0,-65.0,95.524865872714,-137.12109639666144,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-65.0,-65.0,91.92388155425118,-135.0,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-60.0,-65.0,88.45903006477066,-132.70938995736148,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-55.0,-65.0,85.14693182963201,-130.2363583092738,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-50.0,-65.0,82.00609733428362,-127.56859202882751,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-45.0,-65.0,79.05694150420949,-124.69515353123397,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-40.0,-65.0,76.32168761236873,-121.60750224624891,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-35.0,-65.0,73.824115301167,-118.30075576600639,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-30.0,-65.0,71.58910531638176,-114.77514056883193,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-25.0,-65.0,69.6419413859206,-111.03751102542182,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-20.0,-65.0,68.00735254367721,-107.10272896905236,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-15.0,-65.0,66.70832032063167,-102.9946167919165,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-10.0,-65.0,65.76473218982953,-98.74616226255522,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-5.0,-65.0,65.19202405202648,-94.39870535499554,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,0.0,-65.0,65.0,-90.0,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,5.0,-65.0,65.19202405202648,-85.60129464500447,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,10.0,-65.0,65.76473218982953,-81.2538377374448,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,15.0,-65.0,66.70832032063167,-77.0053832080835,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,20.0,-65.0,68.00735254367721,-72.89727103094764,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,25.0,-65.0,69.6419413859206,-68.96248897457819,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,30.0,-65.0,71.58910531638176,-65.22485943116808,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,35.0,-65.0,73.824115301167,-61.69924423399363,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,40.0,-65.0,76.32168761236873,-58.3924977537511,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,45.0,-65.0,79.05694150420949,-55.30484646876604,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,50.0,-65.0,82.00609733428362,-52.43140797117251,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,55.0,-65.0,85.14693182963201,-49.76364169072618,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,60.0,-65.0,88.45903006477066,-47.290610042638534,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,65.0,-65.0,91.92388155425118,-45.0,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,70.0,-65.0,95.524865872714,-42.87890360333855,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-75.0,-60.0,96.04686356149273,-141.34019174590992,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-70.0,-60.0,92.19544457292888,-139.3987053549955,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-65.0,-60.0,88.45903006477066,-137.29061004263855,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-60.0,-60.0,84.8528137423857,-135.0,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-55.0,-60.0,81.39410298049853,-132.51044707800085,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-50.0,-60.0,78.10249675906654,-129.8055710922652,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-45.0,-60.0,75.0,-126.86989764584402,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-40.0,-60.0,72.11102550927978,-123.6900675259798,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-35.0,-60.0,69.46221994724903,-120.25643716352927,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-30.0,-60.0,67.08203932499369,-116.56505117707799,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-25.0,-60.0,65.0,-112.61986494804043,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-20.0,-60.0,63.245553203367585,-108.43494882292201,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-15.0,-60.0,61.84658438426491,-104.03624346792648,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-10.0,-60.0,60.8276253029822,-99.46232220802563,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-5.0,-60.0,60.207972893961475,-94.76364169072617,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,0.0,-60.0,60.0,-90.0,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,5.0,-60.0,60.207972893961475,-85.23635830927383,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,10.0,-60.0,60.8276253029822,-80.53767779197439,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,15.0,-60.0,61.84658438426491,-75.96375653207353,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,20.0,-60.0,63.245553203367585,-71.56505117707799,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,25.0,-60.0,65.0,-67.38013505195957,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,30.0,-60.0,67.08203932499369,-63.43494882292201,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,35.0,-60.0,69.46221994724903,-59.743562836470744,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,40.0,-60.0,72.11102550927978,-56.309932474020215,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,45.0,-60.0,75.0,-53.13010235415598,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,50.0,-60.0,78.10249675906654,-50.19442890773481,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,55.0,-60.0,81.39410298049853,-47.48955292199916,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,60.0,-60.0,84.8528137423857,-45.0,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,65.0,-60.0,88.45903006477066,-42.70938995736147,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,70.0,-60.0,92.19544457292888,-40.60129464500447,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,75.0,-60.0,96.04686356149273,-38.65980825409009,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-75.0,-55.0,93.00537618869137,-143.7461622625552,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-70.0,-55.0,89.02246907382428,-141.84277341263095,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-65.0,-55.0,85.14693182963201,-139.7636416907262,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-60.0,-55.0,81.39410298049853,-137.48955292199915,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-55.0,-55.0,77.78174593052023,-135.0,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-50.0,-55.0,74.33034373659252,-132.27368900609375,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-45.0,-55.0,71.06335201775947,-129.28940686250036,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-40.0,-55.0,68.00735254367721,-126.02737338510362,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-35.0,-55.0,65.19202405202648,-122.47119229084849,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-30.0,-55.0,62.64982043070834,-118.61045966596521,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-25.0,-55.0,60.41522986797286,-114.44395478041653,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-20.0,-55.0,58.52349955359813,-109.98310652189998,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-15.0,-55.0,57.0087712549569,-105.25511870305779,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-10.0,-55.0,55.90169943749474,-100.30484646876603,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-5.0,-55.0,55.226805085936306,-95.1944289077348,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,0.0,-55.0,55.0,-90.0,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,5.0,-55.0,55.226805085936306,-84.8055710922652,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,10.0,-55.0,55.90169943749474,-79.69515353123397,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,15.0,-55.0,57.0087712549569,-74.74488129694222,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,20.0,-55.0,58.52349955359813,-70.01689347810003,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,25.0,-55.0,60.41522986797286,-65.55604521958347,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,30.0,-55.0,62.64982043070834,-61.38954033403479,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,35.0,-55.0,65.19202405202648,-57.52880770915151,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,40.0,-55.0,68.00735254367721,-53.9726266148964,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,45.0,-55.0,71.06335201775947,-50.71059313749964,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,50.0,-55.0,74.33034373659252,-47.72631099390627,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,55.0,-55.0,77.78174593052023,-45.0,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,60.0,-55.0,81.39410298049853,-42.510447078000844,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,65.0,-55.0,85.14693182963201,-40.23635830927382,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,70.0,-55.0,89.02246907382428,-38.15722658736906,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,75.0,-55.0,93.00537618869137,-36.25383773744479,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-80.0,-50.0,94.33981132056604,-147.9946167919165,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-75.0,-50.0,90.13878188659973,-146.30993247402023,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-70.0,-50.0,86.02325267042627,-144.46232220802563,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-65.0,-50.0,82.00609733428362,-142.43140797117252,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-60.0,-50.0,78.10249675906654,-140.19442890773482,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-55.0,-50.0,74.33034373659252,-137.72631099390625,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-50.0,-50.0,70.71067811865476,-135.0,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-45.0,-50.0,67.26812023536856,-131.98721249581666,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-40.0,-50.0,64.03124237432849,-128.6598082540901,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-35.0,-50.0,61.032778078668514,-124.99202019855868,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-30.0,-50.0,58.309518948453004,-120.96375653207352,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-25.0,-50.0,55.90169943749474,-116.56505117707799,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-20.0,-50.0,53.85164807134504,-111.80140948635182,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-15.0,-50.0,52.20153254455275,-106.69924423399362,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-10.0,-50.0,50.99019513592785,-101.30993247402021,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-5.0,-50.0,50.24937810560445,-95.71059313749964,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,0.0,-50.0,50.0,-90.0,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,5.0,-50.0,50.24937810560445,-84.28940686250037,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,10.0,-50.0,50.99019513592785,-78.69006752597979,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,15.0,-50.0,52.20153254455275,-73.30075576600639,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,20.0,-50.0,53.85164807134504,-68.19859051364818,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,25.0,-50.0,55.90169943749474,-63.43494882292201,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,30.0,-50.0,58.309518948453004,-59.03624346792648,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,35.0,-50.0,61.032778078668514,-55.00797980144134,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,40.0,-50.0,64.03124237432849,-51.34019174590991,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,45.0,-50.0,67.26812023536856,-48.01278750418334,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,50.0,-50.0,70.71067811865476,-45.0,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,55.0,-50.0,74.33034373659252,-42.27368900609374,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,60.0,-50.0,78.10249675906654,-39.80557109226519,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,65.0,-50.0,82.00609733428362,-37.568592028827496,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,70.0,-50.0,86.02325267042627,-35.53767779197438,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,75.0,-50.0,90.13878188659973,-33.690067525979785,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,80.0,-50.0,94.33981132056604,-32.005383208083494,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-85.0,-45.0,96.17692030835673,-152.10272896905238,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-80.0,-45.0,91.7877987534291,-150.64224645720873,FAIL,EDGE_RING,True
SYN-LOT-EDG,W01,-75.0,-45.0,87.46427842267951,-149.03624346792648,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-70.0,-45.0,83.21658488546619,-147.2647737278924,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-65.0,-45.0,79.05694150420949,-145.30484646876602,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-60.0,-45.0,75.0,-143.13010235415598,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-55.0,-45.0,71.06335201775947,-140.71059313749964,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-50.0,-45.0,67.26812023536856,-138.01278750418336,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-45.0,-45.0,63.63961030678928,-135.0,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-40.0,-45.0,60.207972893961475,-131.63353933657018,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-35.0,-45.0,57.0087712549569,-127.87498365109822,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-30.0,-45.0,54.08326913195984,-123.6900675259798,PASS,EDGE_RING,True
SYN-LOT-EDG,W01,-25.0,-45.0,51.478150704935004,-119.05460409907714,PASS,EDGE_RING,True
